city_town,ward,precinct,Biden/ Harris,Trump/ Pence,Jorgensen/ Cohen,Hawkins/ Walker,All Others,No Preference,Blanks,Total Votes Cast
Wilmington,-,2,1255,1020,33,13,12,0,17,2350
Wilmington,-,3,1288,1067,39,14,16,0,18,2442
Wilmington,-,4,1359,1127,34,9,6,0,15,2550
Wilmington,-,5,1391,1124,26,15,5,0,16,2577
Wilmington,-,6,1414,1081,37,9,11,0,18,2570
Winchendon,-,1,494,689,43,10,7,0,6,1249
Winchendon,-,1A,184,168,9,4,0,0,6,371
Winchendon,-,2,835,901,31,18,0,0,8,1793
Winchendon,-,3,800,903,41,15,0,0,16,1775
Winchester,-,1,1315,409,23,15,12,0,14,1788
Winchester,-,2,1114,408,24,6,11,0,8,1571
Winchester,-,3,1482,361,23,5,17,0,13,1901
Winchester,-,4,1314,515,28,5,14,0,15,1891
Winchester,-,5,1169,599,22,9,11,0,11,1821
Winchester,-,6,1170,570,18,4,12,0,17,1791
Winchester,-,7,1301,454,41,8,17,0,13,1834
Winchester,-,8,912,420,21,5,6,0,11,1375
Windsor,-,1,370,201,4,3,1,0,2,581
Winthrop,-,1,1013,760,16,9,4,0,3,1805
Winthrop,-,2,966,693,21,9,6,0,7,1702
Winthrop,-,3,1104,552,21,10,8,0,6,1701
Winthrop,-,4,939,556,8,4,2,0,10,1519
Winthrop,-,5,1134,645,20,6,8,0,15,1828
Winthrop,-,6,1134,564,19,15,6,0,8,1746
Woburn,1,1,854,452,11,6,5,0,6,1334
Woburn,1,2,1016,556,9,8,5,0,15,1609
Woburn,2,1,931,560,21,7,4,0,12,1535
Woburn,2,2,796,372,18,8,1,0,11,1206
Woburn,3,1,900,596,16,6,7,0,3,1528
Woburn,3,2,1087,757,26,5,6,0,19,1900
Woburn,4,1,1022,743,24,6,3,0,20,1818
Woburn,4,2,900,502,20,9,2,0,15,1448
Woburn,5,1,1257,583,23,7,5,0,20,1895
Woburn,5,2,1041,721,14,3,4,0,19,1802
Woburn,6,1,729,359,10,2,3,0,8,1111
Woburn,6,2,959,703,18,11,2,0,12,1705
Woburn,7,1,1025,834,24,5,6,0,18,1912
Woburn,7,2,1013,745,21,6,8,0,15,1808
Worcester,1,1,1523,744,31,10,13,0,25,2346
Worcester,1,2,1533,836,28,8,9,0,17,2431
Worcester,1,3,853,408,13,6,10,0,7,1297
Worcester,1,4,1702,569,21,20,15,0,14,2341
Worcester,1,5,1310,709,33,9,13,0,10,2084
Worcester,2,1,1413,663,35,5,10,0,24,2150
Worcester,2,2,1398,613,40,4,15,0,12,2082
Worcester,2,3,1297,590,23,9,9,0,9,1937
Worcester,2,4,1202,366,9,3,6,0,13,1599
Worcester,2,5,580,218,11,3,0,0,2,814
Worcester,3,1,1077,401,15,18,8,0,13,1532
Worcester,3,2,369,83,11,5,4,0,3,475
Worcester,3,3,929,380,12,13,6,0,14,1354
Worcester,3,4,720,258,12,10,9,0,19,1028
Worcester,3,5,1099,389,14,9,7,0,26,1544
Worcester,4,1,703,250,7,5,7,0,6,978
Worcester,4,2,872,404,15,6,4,0,15,1316
Worcester,4,3,912,255,19,13,4,0,13,1216
Worcester,4,4,886,470,16,5,5,0,12,1394
Worcester,4,5,1144,492,18,15,5,0,11,1685
Worcester,5,1,877,312,13,5,2,0,9,1218
Worcester,5,2,1103,577,20,7,6,0,21,1734
Worcester,5,3,1268,798,30,6,2,0,12,2116
Worcester,5,4,1162,591,22,15,7,0,10,1807
Worcester,5,5,1050,660,26,15,10,0,19,1780
Worcester,6,1,625,188,7,11,4,0,6,841
Worcester,6,2,816,331,9,8,4,0,12,1180
Worcester,6,3,831,335,18,6,4,0,4,1198
Worcester,6,4,375,182,11,3,4,0,3,578
Worcester,6,5,992,544,16,4,4,0,15,1575
Worcester,7,1,1160,482,11,14,9,0,18,1694
Worcester,7,2,782,376,12,5,6,0,13,1194
Worcester,7,3,1118,529,18,9,7,0,22,1703
Worcester,7,4,996,553,24,12,8,0,7,1600
Worcester,7,5,1038,650,23,13,11,0,10,1745
Worcester,8,1,571,255,5,9,4,0,10,854
Worcester,8,2,553,240,5,6,1,0,4,809
Worcester,8,3,478,107,7,9,2,0,4,607
Worcester,8,4,715,301,7,7,3,0,16,1049
Worcester,8,5,688,308,15,6,2,0,8,1027
Worcester,9,1,1281,427,23,17,6,0,17,1771
Worcester,9,2,1512,490,22,16,16,0,24,2080
Worcester,9,3,1008,476,12,8,5,0,13,1522
Worcester,9,4,1393,633,18,15,8,0,26,2093
Worcester,9,5,1413,654,27,13,16,0,19,2142
Worcester,10,1,675,244,5,7,4,0,9,944
Worcester,10,2,777,175,17,13,4,0,6,992
Worcester,10,3,645,194,11,13,5,0,9,877
Worcester,10,4,525,214,3,8,3,0,10,763
Worcester,10,5,635,245,10,3,2,0,5,900
Worthington,-,1,571,271,17,9,2,0,6,876
Wrentham,-,1,1426,1140,36,13,21,0,13,2649
Wrentham,-,2,1352,1128,48,11,34,0,16,2589
Wrentham,-,3,1469,1051,48,10,20,0,21,2619
Yarmouth,-,1,1488,884,28,6,8,0,14,2428
Yarmouth,-,2,1455,905,32,5,5,0,15,2417
Yarmouth,-,3,1145,672,29,13,9,0,8,1876
Yarmouth,-,4,1220,867,22,19,6,0,14,2148
Yarmouth,-,5,1100,848,28,8,1,0,19,2004
Yarmouth,-,6,1145,758,16,11,11,0,18,1959
Yarmouth,-,7,1596,1059,35,7,11,0,22,2730
