office_branch,office_id,office,district,district_display,district_id,election_id,election_date,is_special,total_votes,blank_votes,all_other_votes,num_candidates,id_winner,name_winner,city_town_winner,party_winner,id_incumbent,name_incumbent,city_town_incumbent,party_incumbent,id_dem,name_dem,city_town_dem,votes_dem,percent_dem,id_gop,name_gop,city_town_gop,votes_gop,percent_gop,id_third_party,name_third_party,city_town_third_party,votes_third_party,percent_third_party,party_third_party,id_write_in,name_write_in,city_town_write_in,votes_write_in,percent_write_in,party_write_in,election_year,incumbent_status,dem_win,dem_margin,pres_elec,pvi_year,PVI_N,PVI
Legislative,9,State Senate,Third Middlesex,3rd Middlesex,58709,126175,2014-11-04,FALSE,63681,4980,40,2,68354,Michael J. Barrett,Lexington,Democratic,68354,Michael J. Barrett,Lexington,Democratic,68354,Michael J. Barrett,Lexington,34750,0.5923867646306745,63043,Sandra B. Martinez,Chelmsford,23911,0.4076132353693254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Dem_Incumbent,TRUE,0.1847735292613491,FALSE,2012,8.542237657629359,D+9
Legislative,9,State Senate,Fifth Middlesex,5th Middlesex,64661,124866,2014-04-01,TRUE,20121,102,87,2,62845,Jason M. Lewis,Winchester,Democratic,NA,NA,NA,NA,62845,Jason M. Lewis,Winchester,10611,0.5323600240818784,62850,Monica C. Medeiros Solano,Melrose,9321,0.4676399759181216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,No_Incumbent,TRUE,0.06472004816375682,FALSE,2012,6.9709541853716805,D+7
Legislative,9,State Senate,Fifth Middlesex,5th Middlesex,64661,126302,2014-11-04,FALSE,61408,4800,59,2,62845,Jason M. Lewis,Winchester,Democratic,62845,Jason M. Lewis,Winchester,Democratic,62845,Jason M. Lewis,Winchester,32143,0.5684096977842226,62850,Monica C. Medeiros Solano,Melrose,24406,0.4315903022157775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Dem_Incumbent,TRUE,0.13681939556844508,FALSE,2012,6.9709541853716805,D+7
Legislative,9,State Senate,"Norfolk, Bristol and Middlesex","Norfolk, Bristol and Middlesex",58717,126159,2014-11-04,FALSE,61994,4723,52,2,63061,Richard J. Ross,Wrentham,Republican,63061,Richard J. Ross,Wrentham,Republican,78010,Dylan Hayre,Natick,22267,0.3891539523584823,63061,Richard J. Ross,Wrentham,34952,0.6108460476415177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,GOP_Incumbent,FALSE,-0.2216920952830354,FALSE,2012,2.007148274701065,D+2
Legislative,9,State Senate,Norfolk and Plymouth,Norfolk and Plymouth,58718,126090,2014-11-04,FALSE,53106,3569,72,2,63059,John F. Keenan,Quincy,Democratic,63059,John F. Keenan,Quincy,Democratic,63059,John F. Keenan,Quincy,32679,0.6606489436975639,77969,Leslie C. Gosule,Quincy,16786,0.33935105630243606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Dem_Incumbent,TRUE,0.3212978873951278,FALSE,2012,3.5373213608180576,D+4
Legislative,9,State Senate,Plymouth and Barnstable,Plymouth and Barnstable,58719,126218,2014-11-04,FALSE,64967,2380,12,3,72138,Vinny M. deMacedo,Plymouth,Republican,NA,NA,NA,NA,62661,Matthew C. Patrick,Falmouth,22053,0.35242508989212945,72138,Vinny M. deMacedo,Plymouth,38250,0.6112664802237315,78157,Heather M. Mullins,Bourne,2272,0.03630842988413903,Libertarian,NA,NA,NA,NA,NA,NA,2014,No_Incumbent,FALSE,-0.2588413903316021,FALSE,2012,-1.1634954284326704,R+1
Legislative,9,State Senate,First Plymouth and Bristol,1st Plymouth and Bristol,58720,126182,2014-11-04,FALSE,54360,2592,56,2,63067,Marc R. Pacheco,Taunton,Democratic,63067,Marc R. Pacheco,Taunton,Democratic,63067,Marc R. Pacheco,Taunton,31538,0.6098777846534653,74576,David A. Rosa,Dighton,20174,0.39012221534653463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Dem_Incumbent,TRUE,0.2197555693069307,FALSE,2012,-0.1744927428145692,EVEN
Legislative,9,State Senate,Second Plymouth and Bristol,2nd Plymouth and Bristol,58721,126229,2014-11-04,FALSE,47473,3046,22,2,63069,Thomas P. Kennedy,Brockton,Democratic,63069,Thomas P. Kennedy,Brockton,Democratic,63069,Thomas P. Kennedy,Brockton,29522,0.6648350410989753,78058,Viola A. Ryerson,Hanover,14883,0.33516495890102466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Dem_Incumbent,TRUE,0.32967008219795063,FALSE,2012,5.76218651812006,D+6
Legislative,9,State Senate,First Suffolk,1st Suffolk,58723,126212,2014-11-04,FALSE,44352,5783,152,2,62947,Linda Dorcena Forry,Boston,Democratic,62947,Linda Dorcena Forry,Boston,Democratic,62947,Linda Dorcena Forry,Boston,32298,0.84072155556134,NA,NA,NA,NA,NA,78155,"Robert E. Powers, Jr",Boston,6119,0.15927844443865996,Unenrolled,NA,NA,NA,NA,NA,NA,2014,Dem_Incumbent,TRUE,0.68144311112268,FALSE,2012,26.775028369942568,D+27
Legislative,9,State Senate,Second Suffolk,2nd Suffolk,58724,126215,2014-11-04,FALSE,42237,4648,114,2,73539,Sonia Rosa Chang-Diaz,Boston,Democratic,73539,Sonia Rosa Chang-Diaz,Boston,Democratic,73539,Sonia Rosa Chang-Diaz,Boston,33742,0.9003869246164109,78048,David James Wyatt,Boston,3733,0.09961307538358906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Dem_Incumbent,TRUE,0.8007738492328218,FALSE,2012,38.38401781382213,D+38
Legislative,9,State Senate,Worcester and Middlesex,Worcester and Middlesex,58731,126184,2014-11-04,FALSE,50567,2333,27,2,63087,Jennifer L. Flanagan,Leominster,Democratic,63087,Jennifer L. Flanagan,Leominster,Democratic,63087,Jennifer L. Flanagan,Leominster,29133,0.6043313211774224,62959,Richard M. Bastien,Fitchburg,19074,0.3956686788225776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Dem_Incumbent,TRUE,0.20866264235484477,FALSE,2012,0.8678617673188893,D+1
Legislative,9,State Senate,Worcester and Norfolk,Worcester and Norfolk,58732,126179,2014-11-04,FALSE,54814,1341,37,2,62997,Ryan C. Fattman,Webster,Republican,63089,Richard T. Moore,Uxbridge,Democratic,63089,Richard T. Moore,Uxbridge,23662,0.4428100905756419,62997,Ryan C. Fattman,Webster,29774,0.5571899094243581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Dem_Incumbent,FALSE,-0.11437981884871617,FALSE,2012,-1.2043784490130216,R+1
Legislative,9,State Senate,"Worcester, Hampden, Hampshire and Middlesex","Worcester, Hampden, Hampshire and Middlesex",64950,126146,2014-11-04,FALSE,57466,2131,39,2,62967,Anne M. Gobi,Spencer,Democratic,NA,NA,NA,NA,62967,Anne M. Gobi,Spencer,27847,0.5035988136574074,74333,Michael J. Valanzola,Wales,27449,0.4964011863425926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,No_Incumbent,TRUE,0.007197627314814825,FALSE,2012,-2.237853238048315,R+2
Legislative,9,State Senate,First Worcester,1st Worcester,58728,126221,2014-11-04,FALSE,48267,2441,71,2,63082,Harriette L. Chandler,Worcester,Democratic,63082,Harriette L. Chandler,Worcester,Democratic,63082,Harriette L. Chandler,Worcester,27576,0.6026882307944487,62986,Paul J. Franco,Worcester,18179,0.3973117692055513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Dem_Incumbent,TRUE,0.20537646158889739,FALSE,2012,9.444205772835655,D+9
Legislative,9,State Senate,Second Hampden and Hampshire,2nd Hampden and Hampshire,58705,124838,2013-11-05,TRUE,34613,107,64,2,62772,"Donald F. Humason, Jr.",Westfield,Republican,NA,NA,NA,NA,71549,David K. Bartley,Holyoke,16314,0.4736658730619592,62772,"Donald F. Humason, Jr.",Westfield,18128,0.5263341269380407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,No_Incumbent,FALSE,-0.05266825387608154,FALSE,2012,7.096316237055589,D+7
Legislative,9,State Senate,First Suffolk,1st Suffolk,58723,124796,2013-05-28,TRUE,9683,54,124,3,62947,Linda Dorcena Forry,Boston,Democratic,NA,NA,NA,NA,62947,Linda Dorcena Forry,Boston,7863,0.8272488164124145,73726,Joseph Anthony Ureneck,Boston,1488,0.15654918463966333,NA,NA,NA,NA,NA,NA,73792,Nick Collins,Boston,154,0.01620199894792214,Democratic,2013,No_Incumbent,TRUE,0.6706996317727512,FALSE,2012,26.775028369942568,D+27
Legislative,9,State Senate,Bristol and Norfolk,Bristol and Norfolk,58695,112777,2012-11-06,FALSE,83500,7748,65,2,62999,James E. Timilty,Walpole,Democratic,62999,James E. Timilty,Walpole,Democratic,62999,James E. Timilty,Walpole,47333,0.6253782023332937,74578,Jeffrey Robert Bailey,Attleboro,28354,0.3746217976667063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,Dem_Incumbent,TRUE,0.2507564046665874,TRUE,2008,3.172359683339121,D+3
Legislative,9,State Senate,First Essex,1st Essex,58699,112737,2012-11-06,FALSE,85158,5831,40,4,74540,Kathleen  A. O'Connor Ives,Newburyport,Democratic,NA,NA,NA,NA,74540,Kathleen  A. O'Connor Ives,Newburyport,36405,0.47946107547840744,74541,Shaun P. Toohey,Haverhill,26654,0.35103847014974515,74543,Paul A. Magliocchetti,Haverhill,12870,0.16950045437184738,Unenrolled,NA,NA,NA,NA,NA,NA,2012,No_Incumbent,TRUE,0.1284226053286623,TRUE,2008,5.697208851181723,D+6
Legislative,9,State Senate,Second Essex,2nd Essex,55780,112807,2012-11-06,FALSE,86713,7314,126,2,72640,Joan B. Lovely,Salem,Democratic,NA,NA,NA,NA,72640,Joan B. Lovely,Salem,56088,0.707529675930014,63015,Richard A. Jolitz,Beverly,23185,0.292470324069986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,No_Incumbent,TRUE,0.415059351860028,TRUE,2008,9.424428130936937,D+9
Legislative,9,State Senate,Second Essex and Middlesex,2nd Essex and Middlesex,58701,112747,2012-11-06,FALSE,72460,4238,112,2,63017,Barry R. Finegold,Andover,Democratic,63017,Barry R. Finegold,Andover,Democratic,63017,Barry R. Finegold,Andover,44394,0.6517985611510791,62749,Paul Adams,Andover,23716,0.34820143884892085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,Dem_Incumbent,TRUE,0.3035971223021583,TRUE,2008,7.806681696588869,D+8
Legislative,9,State Senate,First Middlesex,1st Middlesex,58707,112878,2012-11-06,FALSE,68328,6157,110,2,63037,Eileen M. Donoghue,Lowell,Democratic,63037,Eileen M. Donoghue,Lowell,Democratic,63037,Eileen M. Donoghue,Lowell,44177,0.7118319073169945,63035,James J. Buba,Lowell,17884,0.2881680926830054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,Dem_Incumbent,TRUE,0.4236638146339891,TRUE,2008,7.311854436269083,D+7
Legislative,9,State Senate,Third Middlesex,3rd Middlesex,58709,112795,2012-11-06,FALSE,90050,8737,97,2,68354,Michael J. Barrett,Lexington,Democratic,68354,Michael J. Barrett,Lexington,Democratic,68354,Michael J. Barrett,Lexington,49213,0.6059520291568163,63043,Sandra B. Martinez,Chelmsford,32003,0.3940479708431836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,Dem_Incumbent,TRUE,0.21190405831363274,TRUE,2008,11.762868071534571,D+12
Legislative,9,State Senate,Fourth Middlesex,4th Middlesex,58710,112757,2012-11-06,FALSE,91956,9516,130,2,63044,Kenneth J. Donnelly,Arlington,Democratic,63044,Kenneth J. Donnelly,Arlington,Democratic,63044,Kenneth J. Donnelly,Arlington,56100,0.6815696756165714,73741,Gerry Dembrowski,Woburn,26210,0.3184303243834285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,Dem_Incumbent,TRUE,0.36313935123314295,TRUE,2008,11.226795343297535,D+11
Legislative,9,State Senate,Middlesex and Worcester,Middlesex and Worcester,58715,112710,2012-11-06,FALSE,89400,7413,268,2,63052,James B. Eldridge,Acton,Democratic,63052,James B. Eldridge,Acton,Democratic,63052,James B. Eldridge,Acton,52922,0.6476094910608304,63679,Dean J. Cavaretta,Stow,28797,0.35239050893916957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,Dem_Incumbent,TRUE,0.29521898212166087,TRUE,2008,9.348768818955175,D+9
Legislative,9,State Senate,Plymouth and Barnstable,Plymouth and Barnstable,58719,112841,2012-11-06,FALSE,89437,3887,51,2,63066,Therese Murray,Plymouth,Democratic,63066,Therese Murray,Plymouth,Democratic,63066,Therese Murray,Plymouth,49723,0.5815623574544732,72690,Thomas Francis Keyes,Sandwich,35776,0.4184376425455269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,Dem_Incumbent,TRUE,0.16312471490894626,TRUE,2008,2.416533752943817,D+2
Legislative,9,State Senate,Plymouth and Norfolk,Plymouth and Norfolk,58722,112870,2012-11-06,FALSE,96216,5863,88,2,63070,"Robert L. Hedlund, Jr.",Weymouth,Republican,63070,"Robert L. Hedlund, Jr.",Weymouth,Republican,74605,Genevieve S. Davis,Norwell,28579,0.31661219741871155,63070,"Robert L. Hedlund, Jr.",Weymouth,61686,0.6833878025812884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,GOP_Incumbent,FALSE,-0.36677560516257685,TRUE,2008,2.4910189928331827,D+2
Legislative,9,State Senate,First Suffolk and Middlesex,1st Suffolk and Middlesex,58725,112835,2012-11-06,FALSE,64114,8511,174,2,63076,Anthony W. Petruccelli,Boston,Democratic,63076,Anthony W. Petruccelli,Boston,Democratic,63076,Anthony W. Petruccelli,Boston,45230,0.8159988453697523,74590,"Thomas J. Dooley, III",Boston,10199,0.18400115463024772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,Dem_Incumbent,TRUE,0.6319976907395046,TRUE,2008,21.68098059371801,D+22
Legislative,9,State Senate,Second Suffolk and Middlesex,2nd Suffolk and Middlesex,58726,112800,2012-11-06,FALSE,68857,8632,183,2,62833,William N. Brownsberger,Belmont,Democratic,62833,William N. Brownsberger,Belmont,Democratic,62833,William N. Brownsberger,Belmont,45852,0.7636654341960628,74359,Steven W. Aylward,Watertown,14190,0.23633456580393725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,Dem_Incumbent,TRUE,0.5273308683921256,TRUE,2008,25.46787931582852,D+25
Legislative,9,State Senate,Second Worcester,2nd Worcester,58729,112780,2012-11-06,FALSE,77544,5871,115,2,63084,Michael O. Moore,Millbury,Democratic,63084,Michael O. Moore,Millbury,Democratic,63084,Michael O. Moore,Millbury,48609,0.6792951172475474,74579,Stephen R. Simonian,Auburn,22949,0.32070488275245257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,Dem_Incumbent,TRUE,0.35859023449509486,TRUE,2008,8.032408925305868,D+8
Legislative,9,State Senate,First Bristol and Plymouth,1st Bristol and Plymouth,58696,105679,2010-11-02,FALSE,51370,3102,14,2,63004,Michael J. Rodrigues,Westport,Democratic,NA,NA,NA,NA,63004,Michael J. Rodrigues,Westport,29994,0.6215857752725162,63002,Derek A. Maksy,Lakeville,18260,0.3784142247274837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,No_Incumbent,TRUE,0.24317155054503253,FALSE,2008,14.820256673323208,D+15
Legislative,9,State Senate,Cape and Islands,Cape and Islands,58698,105543,2010-11-02,FALSE,81307,3152,22,2,63009,Daniel A. Wolf,Harwich,Democratic,NA,NA,NA,NA,63009,Daniel A. Wolf,Harwich,44886,0.57448197304596,63006,"James H. Crocker, Jr.",Barnstable,33247,0.4255180269540399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,No_Incumbent,TRUE,0.14896394609192015,FALSE,2008,8.109685530217515,D+8
Legislative,9,State Senate,First Essex,1st Essex,58699,105530,2010-11-02,FALSE,62025,3496,74,2,63010,Steven A. Baddour,Methuen,Democratic,63010,Steven A. Baddour,Methuen,Democratic,63010,Steven A. Baddour,Methuen,34474,0.5897528013001454,63011,Stephen R. Cole,Newburyport,23981,0.4102471986998546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,Dem_Incumbent,TRUE,0.1795056026002908,FALSE,2008,5.697208851181723,D+6
Legislative,9,State Senate,Second Essex,2nd Essex,55780,105598,2010-11-02,FALSE,63826,3512,43,3,63013,Frederick E. Berry,Peabody,Democratic,63013,Frederick E. Berry,Peabody,Democratic,63013,Frederick E. Berry,Peabody,37072,0.6150885168654908,63015,Richard A. Jolitz,Beverly,18969,0.3147284763816761,72627,Matthew J. Fraser,Salem,4230,0.07018300675283304,Unenrolled,NA,NA,NA,NA,NA,NA,2010,Dem_Incumbent,TRUE,0.3003600404838147,FALSE,2008,9.424428130936937,D+9
Legislative,9,State Senate,Second Essex and Middlesex,2nd Essex and Middlesex,58701,105538,2010-11-02,FALSE,50344,2416,69,3,63017,Barry R. Finegold,Andover,Democratic,NA,NA,NA,NA,63017,Barry R. Finegold,Andover,25385,0.5304122526588521,63022,Jamison Tomasek,Andover,19939,0.41661965356568254,63019,Jodi Oberto,Andover,2535,0.05296809377546543,Unenrolled,NA,NA,NA,NA,NA,NA,2010,No_Incumbent,TRUE,0.11379259909316952,FALSE,2008,7.806681696588869,D+8
Legislative,9,State Senate,Third Essex and Middlesex,3rd Essex and Middlesex,58702,105710,2010-11-02,FALSE,51550,2894,35,2,63025,Thomas M. McGee,Lynn,Democratic,63025,Thomas M. McGee,Lynn,Democratic,63025,Thomas M. McGee,Lynn,32835,0.6753254766458937,63024,Christopher Jordan Dent,Nahant,15786,0.32467452335410624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,Dem_Incumbent,TRUE,0.35065095329178747,FALSE,2008,13.134760994036409,D+13
Legislative,9,State Senate,Hampden,Hampden,58703,105523,2010-11-02,FALSE,37857,2425,41,2,63030,James T. Welch,West Springfield,Democratic,NA,NA,NA,NA,63030,James T. Welch,West Springfield,21567,0.6093922183606002,63028,Robert A. Magovern,Agawam,13824,0.39060778163939985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,No_Incumbent,TRUE,0.21878443672120035,FALSE,2008,15.880998447057484,D+16
Legislative,9,State Senate,First Hampden and Hampshire,1st Hampden and Hampshire,58704,105589,2010-11-02,FALSE,54749,2936,46,2,63031,Gale D. Candaras,Wilbraham,Democratic,63031,Gale D. Candaras,Wilbraham,Democratic,63031,Gale D. Candaras,Wilbraham,30122,0.5818764850194139,63032,Thomas A. McCarthy,Springfield,21645,0.4181235149805861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,Dem_Incumbent,TRUE,0.16375297003882783,FALSE,2008,9.748299782425606,D+10
Legislative,9,State Senate,First Middlesex,1st Middlesex,58707,105666,2010-11-02,FALSE,48151,3096,13,3,63037,Eileen M. Donoghue,Lowell,Democratic,NA,NA,NA,NA,63037,Eileen M. Donoghue,Lowell,24549,0.5450246436659119,63035,James J. Buba,Lowell,16335,0.36266151591847606,71766,Patrick A. O'Connor,Lowell,4158,0.0923138404156121,Unenrolled,NA,NA,NA,NA,NA,NA,2010,No_Incumbent,TRUE,0.1823631277474358,FALSE,2008,7.311854436269083,D+7
Legislative,9,State Senate,Second Middlesex,2nd Middlesex,58708,105721,2010-11-02,FALSE,53156,3993,87,2,63040,Patricia D. Jehlen,Somerville,Democratic,63040,Patricia D. Jehlen,Somerville,Democratic,63040,Patricia D. Jehlen,Somerville,32923,0.6708574455945879,63039,David M. Carnevale,Medford,16153,0.329142554405412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,Dem_Incumbent,TRUE,0.3417148911891759,FALSE,2008,21.217209986952813,D+21
Legislative,9,State Senate,Third Middlesex,3rd Middlesex,58709,105586,2010-11-02,FALSE,66383,3097,57,2,63042,Susan C. Fargo,Lincoln,Democratic,63042,Susan C. Fargo,Lincoln,Democratic,63042,Susan C. Fargo,Lincoln,36047,0.5701023264641225,63043,Sandra B. Martinez,Chelmsford,27182,0.42989767353587754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,Dem_Incumbent,TRUE,0.14020465292824497,FALSE,2008,11.762868071534571,D+12
Legislative,9,State Senate,Middlesex and Essex,Middlesex and Essex,58711,105712,2010-11-02,FALSE,61203,2863,58,2,63045,Katherine M. Clark,Melrose,Democratic,NA,NA,NA,NA,63045,Katherine M. Clark,Melrose,30492,0.5231803987509008,63047,Craig Spadafora,Malden,27790,0.4768196012490992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,No_Incumbent,TRUE,0.04636079750180161,FALSE,2008,9.037363477721938,D+9
Legislative,9,State Senate,Second Middlesex and Norfolk,2nd Middlesex and Norfolk,58713,105563,2010-11-02,FALSE,61159,2902,51,2,63051,Karen E. Spilka,Ashland,Democratic,63051,Karen E. Spilka,Ashland,Democratic,63051,Karen E. Spilka,Ashland,34499,0.5927052193931897,73744,Edward Bergin McGrath,Framingham,23707,0.4072947806068103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,Dem_Incumbent,TRUE,0.18541043878637936,FALSE,2008,10.041925956642416,D+10
Legislative,9,State Senate,Middlesex and Worcester,Middlesex and Worcester,58715,105505,2010-11-02,FALSE,69659,4008,36,2,63052,James B. Eldridge,Acton,Democratic,63052,James B. Eldridge,Acton,Democratic,63052,James B. Eldridge,Acton,37482,0.5712413320124972,63053,George M. Thompson,Westborough,28133,0.4287586679875029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,Dem_Incumbent,TRUE,0.14248266402499427,FALSE,2008,9.348768818955175,D+9
Legislative,9,State Senate,"Middlesex, Suffolk and Essex","Middlesex, Suffolk and Essex",58714,104719,2010-05-11,TRUE,4459,43,72,4,73704,Sal N. DiDomenico,Everett,Democratic,NA,NA,NA,NA,73704,Sal N. DiDomenico,Everett,3803,0.8766712770862148,NA,NA,NA,NA,NA,73683,John T. Cesan,Agawam,515,0.11871830336560626,Unenrolled,63056,Timothy Flaherty,Cambridge,20,0.00461041954817888,Democratic,2010,No_Incumbent,TRUE,0.7579529737206085,FALSE,2008,24.0612469896302,D+24
Legislative,9,State Senate,"Middlesex, Suffolk and Essex","Middlesex, Suffolk and Essex",58714,105623,2010-11-02,FALSE,41966,3911,89,2,73704,Sal N. DiDomenico,Everett,Democratic,73704,Sal N. DiDomenico,Everett,Democratic,73704,Sal N. DiDomenico,Everett,29472,0.7762735078754676,63054,Barbara T. Bush,Boston,8494,0.22372649212453247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,Dem_Incumbent,TRUE,0.5525470157509351,FALSE,2008,24.0612469896302,D+24
Legislative,9,State Senate,"Norfolk, Bristol and Middlesex","Norfolk, Bristol and Middlesex",58717,104718,2010-05-11,TRUE,25935,110,100,2,63061,Richard J. Ross,Wrentham,Republican,NA,NA,NA,NA,73703,Peter B. Smulowitz,Needham,9823,0.38184645286686103,63061,Richard J. Ross,Wrentham,15902,0.618153547133139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,No_Incumbent,FALSE,-0.23630709426627794,FALSE,2008,7.061749821640184,D+7
Legislative,9,State Senate,"Norfolk, Bristol and Plymouth","Norfolk, Bristol and Plymouth",58716,105575,2010-11-02,FALSE,64107,3184,34,2,63063,Brian A. Joyce,Milton,Democratic,63063,Brian A. Joyce,Milton,Democratic,63063,Brian A. Joyce,Milton,38314,0.6292433772931071,73748,"Robert E. Burr, Jr.",Canton,22575,0.37075662270689286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,Dem_Incumbent,TRUE,0.25848675458621423,FALSE,2008,8.90027809038887,D+9
Legislative,9,State Senate,Norfolk and Plymouth,Norfolk and Plymouth,58718,105497,2010-11-02,FALSE,58667,4876,75,3,63059,John F. Keenan,Quincy,Democratic,NA,NA,NA,NA,63059,John F. Keenan,Quincy,29982,0.5581577183706903,63057,Daniel M. Dewey,Quincy,18582,0.3459304490282225,63058,Laura Innis,Quincy,5152,0.0959118326010872,Unenrolled,NA,NA,NA,NA,NA,NA,2010,No_Incumbent,TRUE,0.21222726934246777,FALSE,2008,6.98556678315475,D+7
Legislative,9,State Senate,Plymouth and Barnstable,Plymouth and Barnstable,58719,105582,2010-11-02,FALSE,76464,2335,35,2,63066,Therese Murray,Plymouth,Democratic,63066,Therese Murray,Plymouth,Democratic,63066,Therese Murray,Plymouth,38852,0.5243609469052825,72690,Thomas Francis Keyes,Sandwich,35242,0.47563905309471755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,Dem_Incumbent,TRUE,0.04872189381056491,FALSE,2008,2.416533752943817,D+2
Legislative,9,State Senate,Plymouth and Norfolk,Plymouth and Norfolk,58722,105658,2010-11-02,FALSE,75462,4892,69,2,63070,"Robert L. Hedlund, Jr.",Weymouth,Republican,63070,"Robert L. Hedlund, Jr.",Weymouth,Republican,NA,NA,NA,NA,NA,63070,"Robert L. Hedlund, Jr.",Weymouth,52617,0.7463298392930596,73802,"Paul R. Kearney, Jr.",NA,17884,0.2536701607069403,Independent,NA,NA,NA,NA,NA,NA,2010,GOP_Incumbent,FALSE,-0.4926596785861193,FALSE,2008,2.4910189928331827,D+2
Legislative,9,State Senate,First Plymouth and Bristol,1st Plymouth and Bristol,58720,105594,2010-11-02,FALSE,61016,2195,44,2,63067,Marc R. Pacheco,Taunton,Democratic,63067,Marc R. Pacheco,Taunton,Democratic,63067,Marc R. Pacheco,Taunton,34124,0.5805672286778842,63068,David W. Pottier,Taunton,24653,0.4194327713221158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,Dem_Incumbent,TRUE,0.16113445735576842,FALSE,2008,3.486976247213613,D+3
Legislative,9,State Senate,Suffolk and Norfolk,Suffolk and Norfolk,58727,105625,2010-11-02,FALSE,60377,5655,102,2,63079,Michael F. Rush,Boston,Democratic,NA,NA,NA,NA,63079,Michael F. Rush,Boston,36986,0.6771512266569022,63081,Brad Williams,Boston,17634,0.32284877334309775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,No_Incumbent,TRUE,0.35430245331380444,FALSE,2008,13.641929800275332,D+14
Legislative,9,State Senate,First Suffolk and Middlesex,1st Suffolk and Middlesex,58725,105621,2010-11-02,FALSE,43392,3956,77,2,63076,Anthony W. Petruccelli,Boston,Democratic,63076,Anthony W. Petruccelli,Boston,Democratic,63076,Anthony W. Petruccelli,Boston,29559,0.7510099341954826,63075,"Frank John Addivinola, Jr.",Boston,9800,0.24899006580451735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,Dem_Incumbent,TRUE,0.5020198683909652,FALSE,2008,21.68098059371801,D+22
Legislative,9,State Senate,Worcester and Middlesex,Worcester and Middlesex,58731,105556,2010-11-02,FALSE,54111,2289,20,2,63087,Jennifer L. Flanagan,Leominster,Democratic,63087,Jennifer L. Flanagan,Leominster,Democratic,63087,Jennifer L. Flanagan,Leominster,30524,0.5892436585460021,73743,Neal Andrew Heeren,Bolton,21278,0.4107563414539979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,Dem_Incumbent,TRUE,0.17848731709200422,FALSE,2008,4.866727982363139,D+5
